,reviews,sentiment
342,Good product... Value for money.... It is comfortable.... Overall it is best... Go for it..,2
343,Great feel,2
344,Nothing short of excellent,2
345,nice product,2
346,Amazing T shirt. Colour and cloth quality everything very good... I select L size,2
347,I like product,2
348,This is an awesome shirt that fitted me perfectly. Even the smoothness of the shirt is best.,2
349,The cloth is very thin.,2
350,Perfect fitting.. Good material,2
351,Ok,2
352,Good but to not pocket in shirt only design show,1
353,Comfort good,1
354,Good,2
355,Value for moneyNice product,2
356,Very good shirt from Amazon. Thanks,2
357,I bought it for my father 6 months ago but me father didn't wear it once so I can't say anythingBut yeah its the same as photo here,2
358,Okay,1
359,"Cloth quality is too bad. After one wash, it is useless. We can have better product than this one at a half price from local market itself.",0
360,Seems to be old one or used one  .color and material is not like that seen in the site,0
361,"T shirt is fit in my body but its length is longe. While i buy s' size ,this t shirt cloth is good but not better",2
362,Poor quality of fabric....gone after first wash,0
363,Just use for rough use,1
364,"I like the tshirt.... It's awesome.....It's very soft, comfortable and warmth.... Worth buying it.... 😊💯",2
365,Excellent fit,2
366,Its good nice one bt colour is not same as shown in the picture real its dark blue,2
367,It looks same as shown in picture and it is really good quality of material.,2
368,No doubt the product was good but i bought this at 400+50 so that was a bit expensive as to compared to flipkart which was of 350 (overall)..So if u r buying this at offer price then go for it,2
369,Very nice product,2
370,Difference in color.  Its ok product.  The main is wit delivery guys some of them are horrible.... Why to amazon keep such a terrible imployees.  Doesn't know anything about location. N very terrible behavior wit the customers.,1
371,A decent t-shirt which is slightly overpriced. Buy a size bigger for a good fit.,1
372,Bought for my husband... Size is a little smaller for him..but fit.. Not bad,2
373,Masha Allah Bahut Hi Zabardast Quality Hai Perfect Fit Soft Fabric Hai All Over Mast HaiYe Price Mein Quality Ekdum High Hai Must Buy,2
374,Good quality,2
375,"The material is flimsy. The fit too tight for a product described as ""Regular Fit"".",0
376,Good,2
377,You can wear it at home only .,1
378,Like it bcz it is same thing which i ordered bt i dislike bcz aftr delivered it price get down certainly... this is nt done if it going on than i wouldnt order again...,1
379,Product  quality ⭐⭐⭐⭐⭐Fitting ⭐⭐⭐⭐⭐,2
380,The product was as described.  Fast delivery.  Quality as  mentioned,2
381,Wow awesome product,2
382,Good product,2
383,Beautiful tshirtMy husband loved it,2
384,Like,1
385,Its Okie,2
386,good enough for usual uses.,2
387,"we ordered the product according to the size chart , still it was two size smaller .",0
388,Value of money,2
389,Very poor quality. Fading colour in patches.,0
390,The fitting is really good and the clothing material is decent.,2
391,Materialnis goos but fitting from chest is not appropriate,2
392,"Value for money ,good meterial",2
393,"Very comfortable, worth it",2
394,Very nice,2
395,Comfort t shirts,2
396,as price is good and the product quality is also very good. The perfect give by them.,2
397,Good but not expected,2
398,Its not good,0
399,Best hai pr garmi main nahi pahan skte bahut garmi lgti h isme,2
400,"Nice shirt, but a real top pocket was expected, instead of just a replica.",2
401,Not value for money cost high,1
402,Good product but not value for moneyThe quality isn't goodLittle bit disappointed.,1
403,Its awesome dress BUT DONT FIRGET TO CHECK correct size of body and its is a satisfactory product and fit as expected.,2
404,Nice and awesome T-shirt,2
405,Value for money it fits perfectly and quality is great,2
406,Quality is worst. I bought this product to gift it to someone special.. .the size was perfect but quality is too bad..,0
407,I can say it's waste of money reallyBcoz its 499 but the brand is local very bad don't buy this,0
408,Beautiful,2
409,Nice to seethis is fashion BilliAlso it is light weight,2
410,Total waste of money,0
411,Comfort,2
412,It's too small even the XL size is like the S size.....and also the quality is also not so good,0
413,Size is not accurate.,0
414,Quality is too bad. Please do not buy this product. Its wast of money,0
415,I am very like this colth,1
416,Nice product,2
417,Happy 😊,2
418,The product is goodBut it's too small as my expectationI ordered xxl size but it seems xl in size so I want to return this product,1
419,Neck is not fine. Little tight.,0
420,na,0
421,Good,2
422,I book XL size but it is small size,0
423,Thanks,2
424,like it and if get time then will buy more,2
425,Very bad 👎. I bought L size but its like S size.,0
426,"Fit as aspected, nice T shirts",2
427,Good,1
428,Excellent quality and fit as expected.,2
429,It's a very good and comfortable,2
430,Size ia not as expected.  Medium means small for this shirt,1
431,Nice products i loved it,2
432,Ok,2
433,Does not look good as in the picture.,0
434,"Very good quality, fit as expected, good quality fabric",2
435,Nice perfect 👌,2
436,it is very bad product i ordered xl size but delevired me m size is does not fit me or the quality of cloth is very for plz plz plz do not buy this,0
437,Really good product.... With reasonable price,2
438,Few small otherwise nice tshrit.....,2
439,The product quality is very bad. I have return the product and even they didn't refund the amount.,0
440,In photo it's looking good but when we wear it's looking okay only,1
441,Product is very good. Fitting is awesome.,2
442,It was perfect as I thought material also good.,2
443,Good,2
444,Thin cloth material but looks good.Idk what's gonna happen after wash thou..,1
445,100% Pure cotton..Comfortable t-shirt..Must Buy it..,2
446,quite cool tshirt really liking it,2
447,Good,2
448,Cool cotton so much comfortable,2
449,Nice,2
450,Not happy,0
451,Veey cheap quality !!!! Its price in market 150/- only so... 🤷‍♂️😳,0
452,Colour fed with one wash don't buy it,0
453,Very nice and fitting is best,2
454,colour go light,1
455,Size was as expected. Trendy material,2
456,Value for money,2
457,"Quality, fit, design all are good.  Worth for money.",2
458,Fit size i am ordered L size but given size chart for men is diffrent,2
